organ,protein_seqid,kadrc_mean,kadrc_std
Conventional,3859-50,2.72335849,0.090958741
Conventional,3860-7,2.903153619,0.095261639
Conventional,3864-5,2.748165521,0.16427562
Conventional,3866-7,3.336341438,0.121338796
Conventional,3867-49,2.814452801,0.139797075
Conventional,3868-8,3.136893097,0.263699011
Conventional,3872-2,3.462657428,0.21271376
Conventional,3873-51,3.424675168,0.109577326
Conventional,3874-8,3.05234884,0.122040643
Conventional,3875-62,2.550669797,0.107477004
Conventional,3879-50,2.457592913,0.123789168
Conventional,3881-49,2.741419374,0.155354343
Conventional,3887-90,3.754557149,0.284902417
Conventional,3888-8,3.48758579,0.081184913
Conventional,3889-64,2.758314273,0.089522561
Conventional,3890-8,3.530408823,0.113451463
Conventional,3891-56,2.591347885,0.103863355
Conventional,3892-21,2.8845112,0.135602892
Conventional,3893-64,2.407607798,0.17213335
Conventional,3894-15,2.991454834,0.136079853
Conventional,3896-5,3.253823169,0.408574692
Conventional,3897-61,3.184348194,0.179794302
Conventional,3898-5,2.816155859,0.086560509
Conventional,3902-21,3.186006075,0.078141071
Conventional,3903-49,3.461769566,0.217154277
Conventional,3905-62,4.610598165,0.153030126
Conventional,4122-12,2.465144775,0.110984801
Conventional,4123-60,2.422164462,0.10010072
Conventional,4124-24,3.035899791,0.170405992
Conventional,4125-52,3.455211697,0.27084347
Conventional,4126-22,3.91797642,0.450765302
Conventional,4127-75,4.7902667,0.066804625
Conventional,4128-27,2.686608449,0.109532304
Conventional,4129-72,4.536421895,0.059249542
Conventional,4130-71,2.495053111,0.126538477
Conventional,4132-27,2.85126157,0.099792731
Conventional,4133-54,2.348580999,0.129980972
Conventional,4135-84,4.070113379,0.624775891
Conventional,4136-40,2.49527575,0.13784433
Conventional,4137-57,2.496153894,0.108149362
Conventional,4138-25,2.4429423,0.064305176
Conventional,4140-3,2.254123169,0.085533654
Conventional,4141-79,2.942206631,0.159722064
Conventional,4143-74,2.778468074,0.085682121
Conventional,4144-13,2.425687111,0.128521665
Conventional,4145-58,2.367981945,0.084372307
Conventional,4146-58,2.593705131,0.133592618
Conventional,4148-49,4.057956484,0.187504833
Conventional,4149-8,4.008617312,0.411060611
Conventional,4150-75,3.222368622,0.096546565
Conventional,4151-6,3.829048472,0.108550966
Conventional,4152-58,4.815704794,0.069753672
Conventional,4153-11,3.988115548,0.136263172
Conventional,4154-57,4.204043624,0.105306239
Conventional,4155-3,3.765799017,0.15114392
Conventional,4156-74,2.466028637,0.110566339
Conventional,4157-2,3.35414808,0.300630965
Conventional,4158-54,3.339988648,0.092948625
Conventional,4159-130,5.068180191,0.040766207
Conventional,4160-49,4.199873155,0.087565894
Conventional,4163-5,2.818624707,0.124600579
Conventional,4179-57,4.496407119,0.103060654
Conventional,4184-43,2.298621469,0.138262306
Conventional,4187-49,3.508320953,0.386346931
Conventional,4188-1,3.679314257,0.271904167
Conventional,4192-10,3.383975748,0.139044146
Conventional,4194-26,2.767903494,0.100274544
Conventional,4203-50,2.952576994,0.07427589
Conventional,4209-60,3.919684821,0.240580648
Conventional,4212-5,2.593456346,0.105956382
Conventional,4217-49,3.05919944,0.213774962
Conventional,4220-39,2.38306233,0.262602619
Conventional,4230-1,3.379068198,0.30853871
Conventional,4232-19,3.491130269,0.091560473
Conventional,4234-8,3.488551205,0.17782212
Conventional,4237-70,3.378370254,0.070456332
Conventional,4240-31,3.832891751,0.289573307
Conventional,4246-40,3.731785375,0.114154316
Conventional,4249-64,4.017615319,0.253689469
Conventional,4250-23,2.703111765,0.211380176
Conventional,4254-6,2.661732874,0.101901683
Conventional,4258-15,4.023213665,0.325937266
Conventional,4261-55,2.553092443,0.096392733
Conventional,4267-81,2.506057552,0.10164617
Conventional,4271-75,2.565975209,0.102904055
Conventional,4272-46,4.00260676,0.153009577
Conventional,4276-10,3.258613236,0.17454655
Conventional,4278-14,2.178549381,0.080828462
Conventional,4280-47,2.728843478,0.105607929
Conventional,4282-3,3.400399308,0.359664462
Conventional,4284-18,2.615332882,0.144625769
Conventional,4292-5,3.357226045,0.24184254
Conventional,4294-16,3.055395149,0.253143023
Conventional,4297-62,3.098330129,0.094183744
Conventional,4301-58,2.97392306,0.118867296
Conventional,4304-18,2.383933964,0.082724558
Conventional,4306-4,4.257637523,0.184896748
Conventional,4309-59,3.688472661,0.203588505
Conventional,4314-12,3.867348466,0.124352799
Conventional,4318-12,3.406171038,0.267518261
Conventional,4322-28,2.236289463,0.12287288
Conventional,4324-33,3.944225508,0.217035466
Conventional,4328-2,3.198873113,0.140580429
Conventional,4332-6,3.704913317,0.166350738
Conventional,4337-49,4.348971311,0.340511761
Conventional,4342-10,3.251619686,0.154955553
Conventional,4355-13,3.110122619,0.115568952
Conventional,4359-87,2.911364994,0.086780626
Conventional,4374-45,4.397039534,0.186482842
Conventional,4389-2,2.532685702,0.114626743
Conventional,4392-54,2.301444594,0.110003751
Conventional,4393-3,3.084808312,0.145269897
Conventional,4394-71,2.634451221,0.136640142
Conventional,4396-54,2.185967426,0.090608016
Conventional,4397-26,2.563613491,0.098369543
Conventional,4407-10,4.022854364,0.316115796
Conventional,4413-3,3.858307602,0.098989116
Conventional,4420-7,2.630239366,0.105143558
Conventional,4429-51,2.671346865,0.100764992
Conventional,4430-44,3.414981796,0.179322047
Conventional,4435-66,3.501949381,0.244023998
Conventional,4437-56,3.672005518,0.092977366
Conventional,4440-15,2.859277289,0.105970638
Conventional,4453-83,2.358078899,0.099845907
Conventional,4455-89,2.583781339,0.137604029
Conventional,4459-68,3.32794627,0.131047748
Conventional,4460-8,2.544722191,0.172101594
Conventional,4464-10,2.159604411,0.135577289
Conventional,4467-49,3.996398953,0.085742063
Conventional,4468-21,2.76258698,0.105173441
Conventional,4469-78,3.489207115,0.068576246
Conventional,4471-50,2.672037556,0.437458883
Conventional,4479-14,3.881163823,0.120369316
Conventional,4481-34,5.091772838,0.101175215
Conventional,4482-66,3.383237687,0.070327678
Conventional,4487-1,3.019162261,0.096218068
Conventional,4493-92,2.519485681,0.094434491
Conventional,4496-60,3.102758939,0.217040987
Conventional,4498-62,3.909939065,0.084608739
Conventional,4499-21,3.479491344,0.286434425
Conventional,4500-50,3.382260751,0.144509805
Conventional,4533-76,2.851899197,0.072745436
Conventional,4534-10,3.016783051,0.094801068
Conventional,4535-50,3.986858248,0.18328251
Conventional,4540-11,3.086265027,0.118690852
Conventional,4541-49,3.807903333,0.089513406
Conventional,4542-24,4.27137011,0.075118889
Conventional,4543-65,2.702417652,0.101924164
Conventional,4544-4,4.170358151,0.350654568
Conventional,4545-53,2.700461371,0.0605421
Conventional,4546-27,3.244429945,0.165248433
Conventional,4547-59,3.002621368,0.070197346
Conventional,4548-4,2.920552041,0.131084314
Conventional,4549-78,3.613445834,0.155233032
Conventional,4551-72,2.783153858,0.092230994
Conventional,4553-65,2.718630702,0.067707066
Conventional,4557-61,2.636894147,0.058378947
Conventional,4559-64,3.239215325,0.087048122
Conventional,4560-34,2.712280108,0.139566638
Conventional,4562-1,4.126515314,0.241046815
Conventional,4563-61,2.969544933,0.080936616
Conventional,4564-2,4.031125937,0.11781542
Conventional,4566-24,2.394113323,0.080118834
Conventional,4567-82,2.938219754,0.091926865
Conventional,4568-17,3.259982588,0.122675429
Conventional,4569-52,2.958088747,0.286935649
Conventional,4588-1,3.312709218,0.20282321
Conventional,4673-13,2.506818094,0.136964583
Conventional,4693-72,2.776762105,0.151630764
Conventional,4697-59,2.351865974,0.184519016
Conventional,4703-87,2.921455325,0.092046936
Conventional,4706-17,3.507635233,0.231153144
Conventional,4707-50,3.574311694,0.220170627
Conventional,4708-3,2.867479637,0.101678214
Conventional,4712-28,3.480878714,0.124953281
Conventional,4717-55,2.911389375,0.110150083
Conventional,4718-5,3.309139359,0.096898309
Conventional,4719-58,3.358267155,0.105069706
Conventional,4721-54,3.891680562,0.181131877
Conventional,4763-31,4.611143583,0.073151248
Conventional,4769-10,2.348199827,0.110719303
Conventional,4771-10,3.321052137,0.095587472
Conventional,4775-34,2.971154673,0.095250042
Conventional,4785-30,2.539649728,0.108223216
Conventional,4801-13,2.870378531,0.157654344
Conventional,4807-13,2.873129855,0.320446948
Conventional,4811-33,4.54548906,0.156167083
Conventional,4829-43,3.571564635,0.148597877
Conventional,4831-4,3.769039387,0.089757274
Conventional,4832-75,2.908878648,0.133269961
Conventional,4834-61,3.092453986,0.112586437
Conventional,4840-73,2.896067405,0.185725698
Conventional,4842-62,2.687100702,0.137290712
Conventional,4851-25,2.76403612,0.135379812
Conventional,4862-63,2.773366188,0.082847258
Conventional,4866-59,3.927863006,0.122790482
Conventional,4867-15,2.571559395,0.175230518
Conventional,4874-3,3.568705648,0.139809433
Conventional,4876-32,4.325316645,0.063710594
Conventional,4878-3,3.777322347,0.094751388
Conventional,4880-21,3.496643312,0.198272709
Conventional,4883-56,2.221247096,0.188048979
Conventional,4886-3,2.686407338,0.092394847
Conventional,4889-82,2.353454306,0.13239046
Conventional,4890-10,2.745258386,0.079467431
Conventional,4891-50,3.189640241,0.249977535
Conventional,4900-8,5.198704924,0.079430745
Conventional,4903-72,3.867322615,0.173674176
Conventional,4904-7,2.69106341,0.109954026
Conventional,4905-63,2.969581697,0.083331051
Conventional,4908-6,3.314729511,0.180445282
Conventional,4909-68,2.231442387,0.099204214
Conventional,4910-21,2.591097504,0.158221142
Conventional,4911-49,3.35212034,0.135603083
Conventional,4912-17,3.150165559,0.088658105
Conventional,4913-78,4.220730062,0.167504476
Conventional,4914-10,3.303548051,0.461571497
Conventional,4915-64,2.634167815,0.385204303
Conventional,4916-2,3.246957233,0.600613004
Conventional,4917-62,3.019617572,0.210736371
Conventional,4922-13,2.569769398,0.163542038
Conventional,4923-79,3.539690248,0.07604931
Conventional,4924-32,4.101433973,0.27389473
Conventional,4925-54,2.451778887,0.150560301
Conventional,4929-55,3.726031507,0.211448646
Conventional,4930-21,3.264691174,0.110906963
Conventional,4931-59,3.126034688,0.148424694
Conventional,4956-2,2.840214782,0.152297116
Conventional,4959-2,2.947090101,0.051893348
Conventional,4960-72,4.001624311,0.347226034
Conventional,4962-52,3.212727483,0.103354704
Conventional,4963-19,2.811909089,0.065803961
Conventional,4964-67,3.595932871,0.234411884
Conventional,4965-27,3.368699388,0.153999346
Conventional,4967-1,3.424914143,0.062826985
Conventional,4968-50,3.273305829,0.197378009
Conventional,4969-2,4.162702659,0.259796994
Conventional,4970-55,2.405329879,0.11918954
Conventional,4971-1,3.226500961,0.105752273
Conventional,4973-18,2.439828731,0.11324366
Conventional,4976-57,3.521157774,0.192235831
Conventional,4978-54,3.339263745,0.113677788
Conventional,4979-34,3.270657371,0.108691595
Conventional,4981-6,2.561185275,0.088635505
Conventional,4982-54,3.846299578,0.192238346
Conventional,4985-11,3.00178586,0.168312717
Conventional,4986-59,2.169051056,0.167684359
Conventional,4987-17,2.816540797,0.081341365
Conventional,4988-49,2.896985552,0.23446022
Conventional,4990-87,3.086946702,0.086593886
Conventional,4991-12,2.806277997,0.131151054
Conventional,4992-49,4.134885034,0.081424247
Conventional,4993-16,2.029678072,0.188803304
Conventional,4995-16,3.104950146,0.084710096
Conventional,4996-66,3.844985985,0.143730605
Conventional,4997-19,2.659623504,0.101652292
Conventional,5000-52,3.956606949,0.171025148
Conventional,5001-6,3.683175254,0.064509852
Conventional,5002-76,2.675653347,0.200666581
Conventional,5004-69,2.66438288,0.19083297
Conventional,5005-4,2.795603372,0.071683156
Conventional,5006-71,2.535705389,0.136940646
Conventional,5007-1,3.212116058,0.124310678
Conventional,5008-51,4.289400026,0.107184684
Conventional,5009-11,2.913173751,0.121924815
Conventional,5011-11,3.289801526,0.20919705
Conventional,5012-67,4.022817241,0.250373598
Conventional,5013-2,4.113450275,0.225778296
Conventional,5014-49,2.793454612,0.158413786
Conventional,5015-15,4.250342976,0.125072059
Conventional,5017-19,2.486715216,0.124077662
Conventional,5018-68,4.35162702,0.182821443
Conventional,5019-16,2.967034225,0.166303226
Conventional,5020-50,3.329597523,0.11111121
Conventional,5021-13,3.224019304,0.126390034
Conventional,5023-23,3.750654148,0.226862459
Conventional,5024-67,3.312780512,0.0817591
Conventional,5026-66,2.586290915,0.126454947
Conventional,5028-59,3.392978402,0.129694911
Conventional,5029-3,2.917093224,0.083174076
Conventional,5030-52,3.980116255,0.175074166
Conventional,5031-10,2.594301813,0.099402941
Conventional,5032-64,2.766906805,0.075594911
Conventional,5033-27,3.04902404,0.147808498
Conventional,5034-79,3.333922831,0.209537682
Conventional,5035-7,2.719231725,0.113767094
Conventional,5036-50,3.120222757,0.135052716
Conventional,5060-62,2.819390187,0.179337305
Conventional,5061-27,3.683436744,0.293402493
Conventional,5062-60,3.130986106,0.095212289
Conventional,5063-12,1.988021121,0.154103893
Conventional,5065-8,2.212716568,0.121146988
Conventional,5066-134,3.418874774,0.109748884
Conventional,5069-9,4.168522111,0.083268869
Conventional,5070-76,2.773320053,0.094765548
Conventional,5076-53,2.20715606,0.100184295
Conventional,5078-82,2.993718035,0.088837214
Conventional,5082-51,2.933708678,0.097520911
Conventional,5085-18,2.446748696,0.093945876
Conventional,5087-5,2.822222352,0.103676321
Conventional,5088-175,3.111770459,0.084313252
Conventional,5089-11,2.67073512,0.080808218
Conventional,5090-49,3.233402879,0.239768024
Conventional,5091-28,3.832949194,0.091899271
Conventional,5092-51,3.242884134,0.140334089
Conventional,5093-47,2.728303847,0.140793402
Conventional,5094-62,2.6409679,0.10135517
Conventional,5095-21,2.840352849,0.082107512
Conventional,5096-51,2.674397324,0.106152204
Conventional,5097-14,2.851032483,0.079282289
Conventional,5098-79,2.745185,0.05869854
Conventional,5100-53,2.729944715,0.0705637
Conventional,5102-55,2.738397216,0.165526671
Conventional,5103-30,2.877029546,0.106563308
Conventional,5105-2,3.023005834,0.110880126
Conventional,5106-52,2.57103986,0.123134822
Conventional,5107-7,4.145173358,0.045780846
Conventional,5108-72,4.616897418,0.074828949
Conventional,5109-24,2.652363634,0.092914826
Conventional,5110-84,2.509900502,0.120785406
Conventional,5111-15,3.546325806,0.11813324
Conventional,5112-73,3.220093395,0.066392329
Conventional,5114-65,3.263733603,0.071652123
Conventional,5116-62,3.151306464,0.06487051
Conventional,5117-14,2.746769103,0.084660536
Conventional,5121-3,3.155554299,0.111537063
Conventional,5124-69,3.4329745,0.126691842
Conventional,5128-53,2.485499785,0.092660728
Conventional,5129-12,3.577425886,0.091718417
Conventional,5131-15,2.854843668,0.119945758
Conventional,5132-71,3.926806619,0.126952587
Conventional,5133-17,3.085323431,0.143552377
Conventional,5134-52,3.404648824,0.119505034
Conventional,5138-50,2.556855152,0.170513329
Conventional,5178-5,2.362775195,0.099660504
Conventional,5183-53,2.615072215,0.104621203
Conventional,5196-7,2.81054272,0.078900842
Conventional,5201-50,2.460043973,0.152192299
Conventional,5202-4,3.212220635,0.324063915
Conventional,5204-13,2.57977287,0.090956658
Conventional,5223-59,2.770451364,0.069338938
Conventional,5224-20,1.803644758,0.149906683
Conventional,5225-50,3.584737583,0.227044897
Conventional,5226-36,2.426904559,0.238864613
Conventional,5228-25,2.498349841,0.152433766
Conventional,5229-90,3.231378435,0.273230518
Conventional,5230-99,2.489557469,0.085089258
Conventional,5231-79,4.669764692,0.102020223
Conventional,5236-2,2.745172944,0.079157391
Conventional,5238-26,2.802708459,0.133157598
Conventional,5242-37,4.393581856,0.123713195
Conventional,5245-40,3.084213787,0.198506634
Conventional,5248-68,3.892817996,0.331271884
Conventional,5250-53,3.04958021,0.08724268
Conventional,5252-33,3.466436546,0.13019165
Conventional,5253-1,2.705746017,0.150471352
Conventional,5254-69,2.650301023,0.119187878
Conventional,5255-22,2.868171571,0.125882133
Conventional,5256-86,3.486459161,0.243398032
Conventional,5259-2,2.884216853,0.088899721
Conventional,5260-80,3.327829138,0.152113634
Conventional,5261-13,3.024122908,0.086296088
Conventional,5262-57,2.755368551,0.086208187
Conventional,5264-65,2.99004409,0.113876222
Conventional,5265-12,2.386500897,0.142935198
Conventional,5268-49,2.860809917,0.12125788
Conventional,5272-55,3.322646449,0.136155448
Conventional,5275-28,3.287276879,0.289484777
Conventional,5280-68,2.497493001,0.099564503
Conventional,5301-7,3.978815625,0.151995918
Conventional,5307-12,4.10051122,0.088387708
Conventional,5315-22,3.081152212,0.141705908
Conventional,5335-73,3.417746875,0.25698517
Conventional,5337-64,2.698381253,0.131055229
Conventional,5339-49,3.759574834,0.435479626
Conventional,5340-24,3.253593151,0.103505491
Conventional,5343-74,3.146788791,0.072250761
Conventional,5345-51,3.96277175,0.057486052
Conventional,5346-24,4.113558088,0.299911439
Conventional,5347-59,2.768382588,0.061365621
Conventional,5349-69,3.137937542,0.104569963
Conventional,5350-14,3.050797696,0.124009618
Conventional,5351-52,3.361570371,0.290805802
Conventional,5352-11,2.6208092,0.104759631
Conventional,5353-89,3.091135719,0.114749181
Conventional,5354-11,2.4764046,0.111061572
Conventional,5355-69,2.72292565,0.095370032
Conventional,5357-60,2.642623989,0.105258215
Conventional,5358-3,3.869859082,0.157221589
Conventional,5359-65,3.110133803,0.081654558
Conventional,5360-9,3.507071764,0.185542065
Conventional,5363-51,3.158839674,0.126622049
Conventional,5364-7,4.090632981,0.055315644
Conventional,5383-14,2.873455641,0.099733283
Conventional,5392-73,4.03451524,0.112191636
Conventional,5400-52,3.113146356,0.222594175
Conventional,5404-53,3.690985018,0.086397285
Conventional,5430-66,3.712911378,0.398358605
Conventional,5437-63,4.189038927,0.17588917
Conventional,5440-26,3.611214533,0.212499508
Conventional,5441-67,2.543762931,0.13540879
Conventional,5443-62,3.084197637,0.097142328
Conventional,5451-1,4.058135304,0.062609781
Conventional,5452-71,3.223741917,0.169811275
Conventional,5456-59,3.709175802,0.310185211
Conventional,5457-5,3.222528108,0.128674239
Conventional,5459-33,2.817797139,0.167362401
Conventional,5460-60,3.128689242,0.177740019
Conventional,5462-62,3.064144242,0.12303243
Conventional,5463-22,3.919581242,0.120595723
Conventional,5464-52,3.905063231,0.244540395
Conventional,5465-32,3.0705982,0.060778772
Conventional,5467-15,4.235076266,0.138303238
Conventional,5468-67,2.896398409,0.148713562
Conventional,5475-10,4.196552305,0.284806581
Conventional,5476-66,2.512815766,0.101916611
Conventional,5478-50,2.37372505,0.251935781
Conventional,5480-49,4.211083408,0.361080337
Conventional,5481-16,2.640630819,0.169459725
Conventional,5483-1,3.949063816,0.069570303
Conventional,5484-63,2.794333741,0.133141201
Conventional,5486-73,2.978511677,0.079679976
Conventional,5487-7,3.173710669,0.233860812
Conventional,5488-74,4.256850997,0.378709478
Conventional,5489-18,3.308022134,0.131653819
Conventional,5490-53,3.201652561,0.06998737
Conventional,5491-12,4.067043846,0.111499714
Conventional,5493-17,3.797588357,0.16846615
Conventional,5494-52,3.215532139,0.10009006
Conventional,5509-7,2.721527173,0.128287672
Conventional,5526-53,2.783231481,0.19860277
Conventional,5532-53,2.902325224,0.086156648
Conventional,5534-49,2.679857038,0.093637372
Conventional,5542-22,3.378608354,0.098127355
Conventional,5581-28,4.683693345,0.182134911
Conventional,5583-62,2.748516473,0.13675254
Conventional,5584-21,3.850025401,0.109129999
Conventional,5586-66,3.270163574,0.076209535
Conventional,5590-11,2.788922713,0.099097791
Conventional,5593-11,3.762955913,0.3192336
Conventional,5596-75,4.002424978,0.123509989
Conventional,5598-3,3.6843837,0.09863388
Conventional,5599-88,3.24126269,0.073290755
Conventional,5601-2,4.487169688,0.07436142
Conventional,5602-62,2.924999826,0.071054592
Conventional,5604-30,2.663444486,0.079371322
Conventional,5605-77,3.071525197,0.188246483
Conventional,5606-24,2.402248354,0.119970232
Conventional,5609-92,2.810406819,0.092073246
Conventional,5610-32,2.225594644,0.144257996
Conventional,5611-56,2.443980112,0.114243163
Conventional,5612-16,2.942820216,0.075529496
Conventional,5613-75,2.315732601,0.114404594
Conventional,5614-44,2.817270764,0.106016541
Conventional,5615-62,2.57582532,0.140719806
Conventional,5617-41,3.103703059,0.101527052
Conventional,5618-50,3.249614376,0.109229851
Conventional,5620-13,3.412262375,0.122911825
Conventional,5621-64,2.869554008,0.096213403
Conventional,5623-11,2.684025534,0.087392923
Conventional,5626-20,2.45679167,0.119123184
Conventional,5627-53,3.159554524,0.157491671
Conventional,5628-21,3.205638934,0.079897641
Conventional,5629-58,2.758326499,0.131911015
Conventional,5630-48,4.092611798,0.142098199
Conventional,5631-83,3.760802533,0.267424886
Conventional,5632-6,3.320041293,0.132008547
Conventional,5634-39,3.454377276,0.121370446
Conventional,5636-10,2.951061446,0.142987713
Conventional,5637-81,3.04279429,0.108820021
Conventional,5638-23,3.052342954,0.085057127
Conventional,5639-49,2.985303855,0.102273151
Conventional,5643-2,2.509949111,0.202241197
Conventional,5644-60,4.095171452,0.080592258
Conventional,5646-20,3.465367706,0.155264956
Conventional,5648-28,2.877510166,0.309450592
Conventional,5649-83,2.711896445,0.129074207
Conventional,5650-9,3.491869442,0.19863104
Conventional,5651-50,2.18560107,0.14099592
Conventional,5653-23,2.240282539,0.143117816
Conventional,5654-70,3.212387362,0.089195293
Conventional,5656-53,2.423965301,0.119494827
Conventional,5657-28,3.072738476,0.110148423
Conventional,5658-64,4.422378644,0.078543561
Conventional,5659-11,2.656761945,0.093682924
Conventional,5660-51,3.775241013,0.170790878
Conventional,5661-15,3.06371393,0.20506385
Conventional,5663-18,2.578453014,0.084512084
Conventional,5664-57,2.573636017,0.114310474
Conventional,5667-3,2.860833763,0.087287602
Conventional,5669-26,2.86399725,0.134938015
Conventional,5671-1,2.943914225,0.174467687
Conventional,5675-6,3.485472994,0.153142222
Conventional,5676-54,2.617507218,0.092806635
Conventional,5677-15,2.649217055,0.126459451
Conventional,5679-16,2.570892068,0.086100811
Conventional,5680-54,2.789385568,0.234309568
Conventional,5682-13,3.284485186,0.073318173
Conventional,5687-5,3.942470172,0.123242563
Conventional,5688-65,3.320531423,0.110274765
Conventional,5689-1,2.45723149,0.394584695
Conventional,5691-2,2.905307433,0.324927163
Conventional,5698-60,3.942538657,0.100774819
Conventional,5701-81,3.827673457,0.069825045
Conventional,5703-26,2.287291582,0.123737771
Conventional,5704-74,2.725356803,0.102281036
Conventional,5707-55,2.824615708,0.175156613
Conventional,5708-1,4.08533222,0.426236035
Conventional,5713-9,2.239099062,0.117170403
Conventional,5714-88,2.668970833,0.100505266
Conventional,5715-4,3.755416175,0.22747012
Conventional,5716-49,2.293884161,0.084890052
Conventional,5717-2,3.500261562,0.185286232
Conventional,5719-66,2.832235726,0.080215194
Conventional,5722-78,4.304292523,0.097014446
Conventional,5723-4,3.242305052,0.137485008
Conventional,5724-58,2.634187214,0.142517426
Conventional,5726-49,2.685576225,0.116174651
Conventional,5727-35,2.656430347,0.112216032
Conventional,5728-60,3.497607621,0.198008184
Conventional,5730-60,2.836164764,0.108064967
Conventional,5731-1,2.787010859,0.128210419
Conventional,5734-13,2.450836143,0.143066958
Conventional,5735-54,2.986922698,0.066725446
Conventional,5736-1,3.496738735,0.119526688
Conventional,5737-61,3.13913178,0.099473586
Conventional,5738-25,3.748103481,0.106451318
Conventional,5739-75,3.005628264,0.12693926
Conventional,5740-17,3.68685378,0.124236335
Conventional,5742-14,3.608847042,0.174990566
Conventional,5743-82,2.640450728,0.110544812
Conventional,5744-12,3.325158649,0.175775211
Conventional,5745-64,3.340887487,0.078439222
Conventional,5748-20,2.873646069,0.123874892
Conventional,5749-53,2.422144087,0.191361619
Conventional,5751-14,2.394469103,0.075737675
Conventional,5752-63,2.505155646,0.071326246
Conventional,5754-76,2.52166445,0.069103402
Conventional,5755-29,2.645364894,0.116127257
Conventional,5756-66,3.086638744,0.069169115
Conventional,5757-45,2.781602357,0.072176124
Conventional,5758-49,2.96716414,0.07051608
Conventional,5762-35,2.667705213,0.161342102
Conventional,5763-67,2.707783911,0.150546382
Conventional,5764-4,2.496044006,0.106474773
Conventional,5765-53,2.522700315,0.173128837
Conventional,5792-8,2.48378548,0.113137833
Conventional,5798-3,2.993014092,0.138769284
Conventional,5801-72,2.598894342,0.148018272
Conventional,5803-24,3.80325827,0.24762258
Conventional,5807-77,2.548472644,0.08936351
Conventional,5810-25,2.838131788,0.358263462
Conventional,5813-58,2.821258708,0.143189047
Conventional,5822-22,2.616707482,0.082521039
Conventional,5825-49,2.697562047,0.135076918
Conventional,5834-18,2.390468021,0.102828171
Conventional,5837-49,3.334385486,0.102930217
Conventional,5843-60,3.248150715,0.175069799
Conventional,5852-6,3.509267023,0.239898755
Conventional,5854-60,2.254895493,0.098867057
Conventional,5858-6,4.658961681,0.221705165
Conventional,5861-78,3.692212782,0.139393706
Conventional,5864-10,2.800538735,0.167117585
Conventional,5867-60,3.120025702,0.256142913
Conventional,5870-23,3.251241112,0.179067755
Conventional,5879-51,2.984622718,0.08134463
Conventional,5882-34,2.354401365,0.15217105
Conventional,5885-55,3.375564,0.331966178
Conventional,5888-29,3.742602855,0.195808528
Conventional,5897-58,2.402009801,0.096403663
Conventional,5900-11,2.856991579,0.118596496
Conventional,5903-91,3.396615598,0.133421274
Conventional,5909-51,3.238537993,0.171822642
Conventional,5915-58,2.391175087,0.132923572
Conventional,5918-5,2.792852348,0.106189568
Conventional,5927-4,2.888641397,0.121907349
Conventional,5934-1,3.737039719,0.342595271
Conventional,5936-53,2.633448517,0.089921049
Conventional,5939-42,2.780716251,0.096281527
Conventional,5947-90,2.248999974,0.115336107
Conventional,5954-62,3.062471658,0.177964327
Conventional,5957-30,2.690310548,0.088756063
Conventional,5963-9,2.855215496,0.07614732
Conventional,5980-55,2.892054206,0.144184322
Conventional,5981-6,2.331559462,0.089840249
Conventional,5988-49,2.944750695,0.115653239
Conventional,6020-52,3.789573491,0.179820734
Conventional,6022-57,3.057105058,0.074964716
Conventional,6027-31,2.753301192,0.049017987
Conventional,6035-2,2.745905102,0.072803236
Conventional,6039-24,3.312078774,0.081904318
Conventional,6042-52,4.288433195,0.093533357
Conventional,6049-64,4.654447992,0.072506294
Conventional,6054-6,3.320101434,0.072351172
Conventional,6069-71,3.563125466,0.150121596
Conventional,6077-63,4.110807549,0.182758472
Conventional,6079-59,3.312010521,0.095316264
Conventional,6081-52,4.155936422,0.093325195
Conventional,6086-15,3.389671006,0.132151538
Conventional,6103-70,2.847001049,0.127115062
Conventional,6107-3,4.399952744,0.139912344
Conventional,6117-4,3.526615171,0.102085102
Conventional,6119-14,2.921134073,0.092615504
Conventional,6123-69,3.424725306,0.170414906
Conventional,6151-18,2.945367283,0.072319145
Conventional,6168-11,3.440635338,0.092849494
Conventional,6207-10,3.211893734,0.160819302
Conventional,6210-100,2.771009961,0.095338169
Conventional,6213-10,3.205399188,0.215823241
Conventional,6214-84,2.478797819,0.170691733
Conventional,6219-14,2.26482904,0.109453729
Conventional,6221-1,3.156175551,0.080503902
Conventional,6223-5,3.368919405,0.2392529
Conventional,6226-69,2.964325661,0.136105346
Conventional,6227-1,3.208991856,0.140853129
Conventional,6228-58,2.676643146,0.146647279
Conventional,6230-56,2.67484127,0.083186838
Conventional,6231-46,2.581219618,0.132080528
Conventional,6234-74,3.609091405,0.124405313
Conventional,6237-11,2.550938774,0.127086419
Conventional,6238-55,2.68522444,0.090360352
Conventional,6240-70,2.778782172,0.063516968
Conventional,6245-4,2.811007059,0.072856327
Conventional,6247-9,3.297870219,0.213986156
Conventional,6252-62,4.003673687,0.209891959
Conventional,6255-74,3.374961077,0.227093869
Conventional,6256-9,3.779533841,0.259202552
Conventional,6257-56,3.547055244,0.086495079
Conventional,6260-14,4.29299924,0.096637052
Conventional,6262-14,2.583638062,0.152075571
Conventional,6264-9,2.226142937,0.139465865
Conventional,6267-51,3.187111008,0.281384545
Conventional,6273-58,3.157482685,0.084356741
Conventional,6274-15,2.510114393,0.120198957
Conventional,6276-16,3.197821204,0.086836977
